year_film,year_ceremony,number_ceremony,category,actor_name,film,winner
1935,1936,8,ASSISTANT DIRECTOR,Sherry Shourds,A Midsummer Night's Dream,f
1935,1936,8,CINEMATOGRAPHY,Ray June,Barbary Coast,f
1935,1936,8,CINEMATOGRAPHY,Victor Milner,The Crusades,f
1935,1936,8,CINEMATOGRAPHY,Gregg Toland,Les Miserables,f
1935,1936,8,CINEMATOGRAPHY,Hal Mohr,A Midsummer Night's Dream,t
1935,1936,8,DANCE DIRECTION,Busby Berkeley,Gold Diggers of 1935,f
1935,1936,8,DANCE DIRECTION,Bobby Connolly,Go into Your Dance;,f
1935,1936,8,DANCE DIRECTION,Dave Gould,Broadway Melody of 1936;,t
1935,1936,8,DANCE DIRECTION,Sammy Lee,King of Burlesque,f
1935,1936,8,DANCE DIRECTION,Hermes Pan,Top Hat,f
1935,1936,8,DANCE DIRECTION,LeRoy Prinz,Big Broadcast of 1936;,f
1935,1936,8,DANCE DIRECTION,Benjamin Zemach,She,f
1935,1936,8,DIRECTING,Michael Curtiz,Captain Blood,f
1935,1936,8,DIRECTING,John Ford,The Informer,t
1935,1936,8,DIRECTING,Henry Hathaway,The Lives of a Bengal Lancer,f
1935,1936,8,DIRECTING,Frank Lloyd,Mutiny on the Bounty,f
1935,1936,8,FILM EDITING,Robert J. Kern,David Copperfield,f
1935,1936,8,FILM EDITING,George Hively,The Informer,f
1935,1936,8,FILM EDITING,Barbara McLean,Les Miserables,f
1935,1936,8,FILM EDITING,Ellsworth Hoagland,The Lives of a Bengal Lancer,f
1935,1936,8,FILM EDITING,Ralph Dawson,A Midsummer Night's Dream,t
1935,1936,8,FILM EDITING,Margaret Booth,Mutiny on the Bounty,f
1935,1936,8,MUSIC (Scoring),"Warner Bros.-First National Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)",Captain Blood,f
1935,1936,8,MUSIC (Scoring),"RKO Radio Studio Music Department, Max Steiner, head of department  (Score by Max Steiner)",The Informer,t
1935,1936,8,MUSIC (Scoring),"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart)",Mutiny on the Bounty,f
1935,1936,8,MUSIC (Scoring),"Paramount Studio Music Department, Irvin Talbot, head of department  (Score by Ernst Toch)",Peter Ibbetson,f
1935,1936,8,MUSIC (Song),Music and Lyrics by Irving Berlin,Top Hat,f
1935,1936,8,MUSIC (Song),Music by Jerome Kern; Lyrics by Dorothy Fields and Jimmy McHugh,Roberta,f
1935,1936,8,MUSIC (Song),Music by Harry Warren; Lyrics by Al Dubin,Gold Diggers of 1935,t
1935,1936,8,OUTSTANDING PRODUCTION,RKO Radio,Alice Adams,f
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Broadway Melody of 1936,f
1935,1936,8,OUTSTANDING PRODUCTION,Cosmopolitan,Captain Blood,f
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,David Copperfield,f
1935,1936,8,OUTSTANDING PRODUCTION,RKO Radio,The Informer,f
1935,1936,8,OUTSTANDING PRODUCTION,20th Century,Les Miserables,f
1935,1936,8,OUTSTANDING PRODUCTION,Paramount,The Lives of a Bengal Lancer,f
1935,1936,8,OUTSTANDING PRODUCTION,Warner Bros.,A Midsummer Night's Dream,f
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Mutiny on the Bounty,t
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Naughty Marietta,f
1935,1936,8,OUTSTANDING PRODUCTION,Paramount,Ruggles of Red Gap,f
1935,1936,8,OUTSTANDING PRODUCTION,RKO Radio,Top Hat,f
1935,1936,8,SHORT SUBJECT (Cartoon),Harman-Ising,The Calico Dragon,f
1935,1936,8,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Three Orphan Kittens,t
1935,1936,8,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Who Killed Cock Robin?,f
1935,1936,8,SHORT SUBJECT (Comedy),"Jack Chertok, Producer",How to Sleep,t
1935,1936,8,SHORT SUBJECT (Comedy),"Jules White, Producer","Oh, My Nerves",f
1935,1936,8,SHORT SUBJECT (Comedy),"Hal Roach, Producer",Tit for Tat,f
1935,1936,8,SHORT SUBJECT (Novelty),"Pete Smith, Producer",Audioscopiks,f
1935,1936,8,SHORT SUBJECT (Novelty),Universal,Camera Thrills,f
1935,1936,8,SHORT SUBJECT (Novelty),Gaumont British and Skibo Productions,Wings over Mt. Everest,t
1935,1936,8,SOUND RECORDING,"Universal Studio Sound Department, Gilbert Kurland, Sound Director",Bride of Frankenstein,f
1935,1936,8,SOUND RECORDING,"Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director",Captain Blood,f
1944,1945,17,DOCUMENTARY (Feature),United States Navy,The Fighting Lady,t
1935,1936,8,SOUND RECORDING,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",The Dark Angel,f
1935,1936,8,SOUND RECORDING,"RKO Radio Studio Sound Department, Carl Dreher, Sound Director",I Dream Too Much,f
1935,1936,8,SOUND RECORDING,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",The Lives of a Bengal Lancer,f
1935,1936,8,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",Love Me Forever,f
1935,1936,8,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Naughty Marietta,t
1935,1936,8,SOUND RECORDING,Republic Studio Sound Department,"$1,000 a Minute",f
1935,1936,8,SOUND RECORDING,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",Thanks a Million,f
1935,1936,8,WRITING (Original Story),Moss Hart,Broadway Melody of 1936,f
1935,1936,8,WRITING (Original Story),Gregory Rogers,G-Men,f
1935,1936,8,WRITING (Original Story),"Don Hartman, Stephen Avery",The Gay Deception,f
1935,1936,8,WRITING (Original Story),"Ben Hecht, Charles MacArthur",The Scoundrel,t
1935,1936,8,WRITING (Screenplay),Casey Robinson,Captain Blood,f
1935,1936,8,WRITING (Screenplay),Dudley Nichols,The Informer,t
1935,1936,8,WRITING (Screenplay),"Screenplay by Waldemar Young, John L. Balderston, Achmed Abdullah;  Adaptation by Grover Jones, William Slavens McNutt",The Lives of a Bengal Lancer,f
1935,1936,8,WRITING (Screenplay),"Talbot Jennings, Jules Furthman, Carey Wilson",Mutiny on the Bounty,f
1935,1936,8,SPECIAL AWARD, David Wark Griffith,,t
1936,1937,9,ACTOR,Gary Cooper,Mr. Deeds Goes to Town,f
1936,1937,9,ACTOR,Walter Huston,Dodsworth,f
1936,1937,9,ACTOR,Paul Muni,The Story of Louis Pasteur,t
1936,1937,9,ACTOR,William Powell,My Man Godfrey,f
1936,1937,9,ACTOR,Spencer Tracy,San Francisco,f
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Mischa Auer,My Man Godfrey,f
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Come and Get It,t
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Stuart Erwin,Pigskin Parade,f
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,Romeo and Juliet,f
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Akim Tamiroff,The General Died at Dawn,f
1936,1937,9,ACTRESS,Irene Dunne,Theodora Goes Wild,f
1936,1937,9,ACTRESS,Gladys George,Valiant Is the Word for Carrie,f
1936,1937,9,ACTRESS,Carole Lombard,My Man Godfrey,f
1936,1937,9,ACTRESS,Luise Rainer,The Great Ziegfeld,t
1936,1937,9,ACTRESS,Norma Shearer,Romeo and Juliet,f
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Beulah Bondi,The Gorgeous Hussy,f
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Alice Brady,My Man Godfrey,f
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Bonita Granville,These Three,f
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Maria Ouspenskaya,Dodsworth,f
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Gale Sondergaard,Anthony Adverse,t
1936,1937,9,ART DIRECTION,Anton Grot,Anthony Adverse,f
1936,1937,9,ART DIRECTION,Richard Day,Dodsworth,t
1936,1937,9,ART DIRECTION,"Cedric Gibbons, Eddie Imazu, Edwin B. Willis",The Great Ziegfeld,f
1936,1937,9,ART DIRECTION,William S. Darling,Lloyds of London,f
1936,1937,9,ART DIRECTION,"Albert S. D'Agostino, Jack Otterson",The Magnificent Brute,f
1936,1937,9,ART DIRECTION,"Cedric Gibbons, Fredric Hope, Edwin B. Willis",Romeo and Juliet,f
1936,1937,9,ART DIRECTION,Perry Ferguson,Winterset,f
1936,1937,9,ASSISTANT DIRECTOR,William Cannon,Anthony Adverse,f
1936,1937,9,ASSISTANT DIRECTOR,Jack Sullivan,The Charge of the Light Brigade,t
1936,1937,9,ASSISTANT DIRECTOR,Eric G. Stacey,The Garden of Allah,f
1936,1937,9,ASSISTANT DIRECTOR,Clem Beauchamp,The Last of the Mohicans,f
1936,1937,9,ASSISTANT DIRECTOR,Joseph Newman,San Francisco,f
1936,1937,9,CINEMATOGRAPHY,Gaetano Gaudio,Anthony Adverse,t
1936,1937,9,CINEMATOGRAPHY,Victor Milner,The General Died at Dawn,f
1936,1937,9,CINEMATOGRAPHY,George Folsey,The Gorgeous Hussy,f
1936,1937,9,DANCE DIRECTION,Busby Berkeley,Gold Diggers of 1937,f
1936,1937,9,DANCE DIRECTION,Bobby Connolly,Cain and Mabel,f
1936,1937,9,DANCE DIRECTION,Seymour Felix,The Great Ziegfeld,t
1936,1937,9,DANCE DIRECTION,Dave Gould,Born to Dance,f
1936,1937,9,DANCE DIRECTION,Jack Haskell,One in a Million,f
1936,1937,9,DANCE DIRECTION,Russell Lewis,Dancing Pirate,f
1936,1937,9,DANCE DIRECTION,Hermes Pan,Swing Time,f
1936,1937,9,DIRECTING,William Wyler,Dodsworth,f
1936,1937,9,DIRECTING,Robert Z. Leonard,The Great Ziegfeld,f
1936,1937,9,DIRECTING,Frank Capra,Mr. Deeds Goes to Town,t
1936,1937,9,DIRECTING,Gregory La Cava,My Man Godfrey,f
1936,1937,9,DIRECTING,W. S. Van Dyke,San Francisco,f
1936,1937,9,FILM EDITING,Ralph Dawson,Anthony Adverse,t
1936,1937,9,FILM EDITING,Edward Curtiss,Come and Get It,f
1936,1937,9,FILM EDITING,William S. Gray,The Great Ziegfeld,f
1936,1937,9,FILM EDITING,Barbara McLean,Lloyds of London,f
1936,1937,9,FILM EDITING,Conrad A. Nervig,A Tale of Two Cities,f
1936,1937,9,FILM EDITING,Otto Meyer,Theodora Goes Wild,f
1936,1937,9,MUSIC (Scoring),"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)",Anthony Adverse,t
1936,1937,9,MUSIC (Scoring),"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)",The Charge of the Light Brigade,f
1936,1937,9,MUSIC (Scoring),"Selznick International Pictures Music Department, Max Steiner, head of department  (Score by Max Steiner)",The Garden of Allah,f
1936,1937,9,MUSIC (Scoring),"Paramount Studio Music Department, Boris Morros, head of department  (Score by Werner Janssen)",The General Died at Dawn,f
1944,1945,17,DOCUMENTARY (Feature),United States Army Air Force,Resisting Enemy Interrogation,f
1936,1937,9,MUSIC (Scoring),"RKO Radio Studio Music Department, Nathaniel Shilkret, head of department  (Score by Nathaniel Shilkret)",Winterset,f
1936,1937,9,MUSIC (Song),Music by Walter Donaldson; Lyrics by Harold Adamson,Suzy,f
1936,1937,9,MUSIC (Song),Music and Lyrics by Cole Porter,Born to Dance,f
1936,1937,9,MUSIC (Song),Music by Louis Alter; Lyrics by Sidney Mitchell,Trail of the Lonesome Pine,f
1936,1937,9,MUSIC (Song),Music by Arthur Johnston; Lyrics by Johnny Burke,Pennies from Heaven,f
1936,1937,9,MUSIC (Song),Music by Jerome Kern; Lyrics by Dorothy Fields,Swing Time,t
1936,1937,9,MUSIC (Song),Music by Richard A. Whiting; Lyrics by Walter Bullock,"Sing, Baby, Sing",f
1936,1937,9,OUTSTANDING PRODUCTION,Warner Bros.,Anthony Adverse,f
1936,1937,9,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,Dodsworth,f
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Great Ziegfeld,t
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Libeled Lady,f
1936,1937,9,OUTSTANDING PRODUCTION,Columbia,Mr. Deeds Goes to Town,f
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Romeo and Juliet,f
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,San Francisco,f
1936,1937,9,OUTSTANDING PRODUCTION,Cosmopolitan,The Story of Louis Pasteur,f
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,A Tale of Two Cities,f
1936,1937,9,OUTSTANDING PRODUCTION,Universal,Three Smart Girls,f
1936,1937,9,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",The Country Cousin,t
1936,1937,9,SHORT SUBJECT (Cartoon),Harman-Ising,Old Mill Pond,f
1936,1937,9,SHORT SUBJECT (Cartoon),Paramount,Sinbad the Sailor,f
1936,1937,9,SHORT SUBJECT (Color),Warner Bros.,Give Me Liberty,t
1936,1937,9,SHORT SUBJECT (Color),"Lewis Lewyn, Producer",La Fiesta de Santa Barbara,f
1936,1937,9,SHORT SUBJECT (Color),Paramount,Popular Science J-6-2,f
1936,1937,9,SHORT SUBJECT (One-reel),"Hal Roach, Producer",Bored of Education,t
1936,1937,9,SHORT SUBJECT (One-reel),Paramount,Moscow Moods,f
1936,1937,9,SHORT SUBJECT (One-reel),"Pete Smith, Producer","Wanted, a Master",f
1936,1937,9,SHORT SUBJECT (Two-reel),Warner Bros.,Double or Nothing,f
1936,1937,9,SHORT SUBJECT (Two-reel),RKO Radio,Dummy Ache,f
1936,1937,9,SHORT SUBJECT (Two-reel),Metro-Goldwyn-Mayer,The Public Pays,t
1936,1937,9,SOUND RECORDING,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",Banjo on My Knee,f
1936,1937,9,SOUND RECORDING,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",The Charge of the Light Brigade,f
1936,1937,9,SOUND RECORDING,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",Dodsworth,f
1936,1937,9,SOUND RECORDING,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",General Spanky,f
1936,1937,9,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",Mr. Deeds Goes to Town,f
1936,1937,9,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",San Francisco,t
1936,1937,9,SOUND RECORDING,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",The Texas Rangers,f
1936,1937,9,SOUND RECORDING,"RKO Radio Studio Sound Department, J. O. Aalberg, Sound Director",That Girl from Paris,f
1936,1937,9,SOUND RECORDING,"Universal Studio Sound Department, Homer G. Tasker, Sound Director",Three Smart Girls,f
1936,1937,9,WRITING (Original Story),Norman Krasna,Fury,f
1936,1937,9,WRITING (Original Story),William Anthony McGuire,The Great Ziegfeld,f
1936,1937,9,WRITING (Original Story),Robert Hopkins,San Francisco,f
1936,1937,9,WRITING (Original Story),"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur,t
1936,1937,9,WRITING (Original Story),Adele Comandini,Three Smart Girls,f
1936,1937,9,WRITING (Screenplay),"Frances Goodrich, Albert Hackett",After the Thin Man,f
1936,1937,9,WRITING (Screenplay),Sidney Howard,Dodsworth,f
1936,1937,9,WRITING (Screenplay),Robert Riskin,Mr. Deeds Goes to Town,f
1936,1937,9,WRITING (Screenplay),"Eric Hatch, Morris Ryskind",My Man Godfrey,f
1936,1937,9,WRITING (Screenplay),"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur,t
1936,1937,9,SPECIAL AWARD, The March of Time for its significance to motion pictures and for having revolutionized one of the most important branches of the industry - the newsreel.,,t
1936,1937,9,SPECIAL AWARD, W. Howard Greene and Harold Rosson for the color cinematography of the Selznick International Production,,t
1937,1938,10,ACTOR,Charles Boyer,Conquest,f
1937,1938,10,ACTOR,Fredric March,A Star Is Born,f
1937,1938,10,ACTOR,Robert Montgomery,Night Must Fall,f
1937,1938,10,ACTOR,Paul Muni,The Life of Emile Zola,f
1937,1938,10,ACTOR,Spencer Tracy,Captains Courageous,t
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Ralph Bellamy,The Awful Truth,f
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Thomas Mitchell,The Hurricane,f
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Joseph Schildkraut,The Life of Emile Zola,t
1937,1938,10,ACTOR IN A SUPPORTING ROLE,H. B. Warner,Lost Horizon,f
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Roland Young,Topper,f
1937,1938,10,ACTRESS,Irene Dunne,The Awful Truth,f
1937,1938,10,ACTRESS,Greta Garbo,Camille,f
1937,1938,10,ACTRESS,Janet Gaynor,A Star Is Born,f
1937,1938,10,ACTRESS,Luise Rainer,The Good Earth,t
1937,1938,10,ACTRESS,Barbara Stanwyck,Stella Dallas,f
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Alice Brady,In Old Chicago,t
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Andrea Leeds,Stage Door,f
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Anne Shirley,Stella Dallas,f
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,Dead End,f
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Dame May Whitty,Night Must Fall,f
1937,1938,10,ART DIRECTION,"Cedric Gibbons, William Horning",Conquest,f
1937,1938,10,ART DIRECTION,Carroll Clark,A Damsel in Distress,f
1937,1938,10,ART DIRECTION,Richard Day,Dead End,f
1937,1938,10,ART DIRECTION,Wiard Ihnen,Every Day's a Holiday,f
1937,1938,10,ART DIRECTION,Anton Grot,The Life of Emile Zola,f
1937,1938,10,ART DIRECTION,Stephen Goosson,Lost Horizon,t
1937,1938,10,ART DIRECTION,John Victor Mackay,Manhattan Merry-Go-Round,f
1937,1938,10,ART DIRECTION,Lyle Wheeler,The Prisoner of Zenda,f
1937,1938,10,ART DIRECTION,"Hans Dreier, Roland Anderson",Souls at Sea,f
1937,1938,10,ART DIRECTION,Alexander Toluboff,Walter Wanger's Vogues of 1938,f
1937,1938,10,ART DIRECTION,"William S. Darling, David Hall",Wee Willie Winkie,f
1937,1938,10,ART DIRECTION,Jack Otterson,You're a Sweetheart,f
1937,1938,10,ASSISTANT DIRECTOR,Robert Webb,In Old Chicago,t
1937,1938,10,ASSISTANT DIRECTOR,Russ Saunders,The Life of Emile Zola,f
1937,1938,10,ASSISTANT DIRECTOR,"C. C. Coleman, Jr.",Lost Horizon,f
1937,1938,10,ASSISTANT DIRECTOR,Hal Walker,Souls at Sea,f
1937,1938,10,ASSISTANT DIRECTOR,Eric Stacey,A Star Is Born,f
1937,1938,10,CINEMATOGRAPHY,Gregg Toland,Dead End,f
1937,1938,10,CINEMATOGRAPHY,Karl Freund,The Good Earth,t
1937,1938,10,CINEMATOGRAPHY,Joseph Valentine,Wings over Honolulu,f
1937,1938,10,DANCE DIRECTION,Busby Berkeley,Varsity Show,f
1937,1938,10,DANCE DIRECTION,Bobby Connolly,"Ready, Willing and Able",f
1937,1938,10,DANCE DIRECTION,Dave Gould,A Day at the Races,f
1937,1938,10,DANCE DIRECTION,Sammy Lee,Ali Baba Goes to Town,f
1937,1938,10,DANCE DIRECTION,Harry Losee,Thin Ice,f
1937,1938,10,DANCE DIRECTION,Hermes Pan,A Damsel in Distress,t
1937,1938,10,DANCE DIRECTION,LeRoy Prinz,Waikiki Wedding,f
1937,1938,10,DIRECTING,Leo McCarey,The Awful Truth,t
1937,1938,10,DIRECTING,Sidney Franklin,The Good Earth,f
1937,1938,10,DIRECTING,William Dieterle,The Life of Emile Zola,f
1937,1938,10,DIRECTING,Gregory La Cava,Stage Door,f
1937,1938,10,DIRECTING,William Wellman,A Star Is Born,f
1937,1938,10,FILM EDITING,Al Clark,The Awful Truth,f
1937,1938,10,FILM EDITING,Elmo Veron,Captains Courageous,f
1937,1938,10,FILM EDITING,Basil Wrangell,The Good Earth,f
1937,1938,10,FILM EDITING,"Gene Havlick, Gene Milford",Lost Horizon,t
1937,1938,10,FILM EDITING,Bernard W. Burton,One Hundred Men and a Girl,f
1937,1938,10,MUSIC (Scoring),"Samuel Goldwyn Studio Music Department, Alfred Newman, head of department  (Score by Alfred Newman)",The Hurricane,f
1937,1938,10,MUSIC (Scoring),"20th Century-Fox Studio Music Department, Louis Silvers, head of department  (no composer credit)",In Old Chicago,f
1937,1938,10,MUSIC (Scoring),"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)",The Life of Emile Zola,f
1937,1938,10,MUSIC (Scoring),"Columbia Studio Music Department, Morris Stoloff, head of department  (Score by Dimitri Tiomkin)",Lost Horizon,f
1937,1938,10,MUSIC (Scoring),"Principal Productions, Dr. Hugo Riesenfeld, musical director  (Score by Dr. Hugo Riesenfeld)",Make a Wish,f
1937,1938,10,MUSIC (Scoring),"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart)",Maytime,f
1937,1938,10,MUSIC (Scoring),"Universal Studio Music Department, Charles Previn, head of department  (no composer credit)",One Hundred Men and a Girl,t
1937,1938,10,MUSIC (Scoring),"Republic Studio Music Department, Alberto Colombo, head of department  (Score by Alberto Colombo)",Portia on Trial,f
1937,1938,10,MUSIC (Scoring),"Selznick International Pictures Music Department, Alfred Newman, musical director  (Score by Alfred Newman)",The Prisoner of Zenda,f
1937,1938,10,MUSIC (Scoring),"RKO Radio Studio Music Department, Roy Webb, musical director  (Score by Roy Webb)",Quality Street,f
1937,1938,10,MUSIC (Scoring),"Walt Disney Studio Music Department, Leigh Harline, head of department  (Score by Frank Churchill, Leigh Harline and Paul J. Smith)",Snow White and the Seven Dwarfs,f
1937,1938,10,MUSIC (Scoring),"Grand National Studio Music Department, C. Bakaleinikoff, musical director  (Score by Victor Schertzinger)",Something to Sing About,f
1937,1938,10,MUSIC (Scoring),"Paramount Studio Music Department, Boris Morros, head of department  (Score by W. Franke Harling and Milan Roder)",Souls at Sea,f
1937,1938,10,MUSIC (Scoring),"Hal Roach Studio Music Department, Marvin Hatley, head of department  (Score by Marvin Hatley)",Way Out West,f
1937,1938,10,MUSIC (Song),Music by Harry Warren; Lyrics by Al Dubin,Mr. Dodd Takes the Air,f
1937,1938,10,MUSIC (Song),Music and Lyrics by Harry Owens,Waikiki Wedding,t
1937,1938,10,MUSIC (Song),Music by Sammy Fain; Lyrics by Lew Brown,Walter Wanger's Vogues of 1938,f
1937,1938,10,MUSIC (Song),Music by George Gershwin; Lyrics by Ira Gershwin,Shall We Dance,f
1937,1938,10,MUSIC (Song),Music by Frederick Hollander; Lyrics by Leo Robin,Artists and Models,f
1937,1938,10,OUTSTANDING PRODUCTION,Columbia,The Awful Truth,f
1937,1938,10,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Captains Courageous,f
1937,1938,10,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,Dead End,f
1937,1938,10,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Good Earth,f
1937,1938,10,OUTSTANDING PRODUCTION,20th Century-Fox,In Old Chicago,f
1937,1938,10,OUTSTANDING PRODUCTION,Warner Bros.,The Life of Emile Zola,t
1937,1938,10,OUTSTANDING PRODUCTION,Columbia,Lost Horizon,f
1937,1938,10,OUTSTANDING PRODUCTION,Universal,One Hundred Men and a Girl,f
1937,1938,10,OUTSTANDING PRODUCTION,RKO Radio,Stage Door,f
1937,1938,10,OUTSTANDING PRODUCTION,Selznick International Pictures,A Star Is Born,f
1937,1938,10,SHORT SUBJECT (Cartoon),Paramount,Educated Fish,f
1937,1938,10,SHORT SUBJECT (Cartoon),"Charles Mintz, Producer",The Little Match Girl,f
1937,1938,10,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",The Old Mill,t
1937,1938,10,SHORT SUBJECT (Color),Warner Bros.,The Man without a Country,f
1937,1938,10,SHORT SUBJECT (Color),"Pete Smith, Producer",Penny Wisdom,t
1937,1938,10,SHORT SUBJECT (Color),Paramount,Popular Science J-7-1,f
1937,1938,10,SHORT SUBJECT (One-reel),Metro-Goldwyn-Mayer,A Night at the Movies,f
1937,1938,10,SHORT SUBJECT (One-reel),Skibo Productions,The Private Life of the Gannets,t
1937,1938,10,SHORT SUBJECT (One-reel),"Pete Smith, Producer",Romance of Radium,f
1937,1938,10,SHORT SUBJECT (Two-reel),RKO Radio,Deep South,f
1937,1938,10,SHORT SUBJECT (Two-reel),RKO Radio,Should Wives Work?,f
1937,1938,10,SHORT SUBJECT (Two-reel),Metro-Goldwyn-Mayer,Torture Money,t
1937,1938,10,SOUND RECORDING,"Grand National Studio Sound Department, A. E. Kaye, Sound Director",The Girl Said No,f
1937,1938,10,SOUND RECORDING,"RKO Radio Studio Sound Department, John Aalberg, Sound Director",Hitting a New High,f
